system,params_b,id,category,language,score,detail,valid_json,output,expected,prompt_tokens,completion_tokens,ttft_s,total_time_s,decode_tokens_per_s
Larger-Local,7.0,information_extraction-en-004,information_extraction,en,0.75,values_missing:hours,True,"{""name"": ""Dr. Emily Carter"", ""location"": ""Riverside Clinic"", ""days"": [""Monday"", ""Wednesday""], ""time"": ""9am to 1pm""}","{""doctor"": ""Dr. Emily Carter"", ""location"": ""Riverside Clinic"", ""days"": [""Monday"", ""Wednesday""], ""hours"": ""9am-1pm""}",74,39,1.4441,5.8301,8.89
Larger-Local,7.0,information_extraction-en-005,information_extraction,en,0.3333,"values_missing:start_date,end_date",True,"{""city"": ""Berlin"", ""date"": ""September 3rd to September 5th, 2025"", ""event"": ""conference""}","{""event_location"": ""Berlin"", ""start_date"": ""2025-09-03"", ""end_date"": ""2025-09-05""}",74,33,1.4456,5.0959,9.04
Larger-Local,7.0,information_extraction-en-006,information_extraction,en,1.0,all_values_found,True,"{""order_id"": ""78910"", ""shipping_method"": ""FedEx"", ""estimated_delivery"": ""3-5 business days""}","{""order_number"": ""78910"", ""carrier"": ""FedEx"", ""eta_days"": ""3-5""}",73,31,1.3679,4.9525,8.65
Larger-Local,7.0,information_extraction-en-007,information_extraction,en,1.0,all_values_found,True,"{""address"": ""42 Elm Street"", ""sale_price"": ""$375,000"", ""sale_month_year"": ""June 2024""}","{""address"": ""42 Elm Street"", ""price"": ""375000"", ""month_sold"": ""June 2024""}",77,36,1.5992,5.6979,8.78
Larger-Local,7.0,information_extraction-en-008,information_extraction,en,1.0,all_values_found,True,"{""key"": ""Meeting scheduled"", ""person"": ""Robert Chen"", ""date"": ""Thursday"", ""time"": ""10:00 AM"", ""location"": ""Conference Room B""}","{""attendee"": ""Robert Chen"", ""day"": ""Thursday"", ""time"": ""10:00 AM"", ""location"": ""Conference Room B""}",70,40,1.2826,6.7075,7.37
Larger-Local,7.0,information_extraction-it-001,information_extraction,it,0.5,"values_missing:date,total",True,"{""fattura_numero"":""4521"",""nome"":""Maria Rossi"",""data"":""14 luglio 2025"",""totale"":""1.230,50 euro""}","{""invoice_number"": ""4521"", ""customer"": ""Maria Rossi"", ""date"": ""2025-07-14"", ""total"": ""1230.50""}",101,42,5.985,14.0877,5.18
Larger-Local,7.0,information_extraction-it-002,information_extraction,it,1.0,all_values_found,True,"{""name"": ""Luca Bianchi"", ""email"": ""luca.bianchi@example.it"", ""phone"": ""333 1234567""}","{""name"": ""Luca Bianchi"", ""email"": ""luca.bianchi@example.it"", ""phone"": ""333 1234567""}",93,38,2.316,6.9522,8.2
Larger-Local,7.0,information_extraction-it-003,information_extraction,it,1.0,all_values_found,True,"{""flight"": ""AZ310"", ""departure_gate"": ""7"", ""departure_time"": ""16:45"", ""arrival_time"": ""18:20"", ""destination"": ""Roma""}","{""flight_number"": ""AZ310"", ""gate"": ""7"", ""departure_time"": ""16:45"", ""destination"": ""Roma"", ""arrival_time"": ""18:20""}",88,46,2.1208,8.319,7.42
Larger-Local,7.0,information_extraction-it-004,information_extraction,it,0.5,"values_missing:doctor,hours",True,"{""nome"": ""dottoressa Chiara Ferrari"", ""giorni"": [""martedì"", ""giovedì""], ""orario"": ""da 9 alle 13"", ""ubicazione"": ""Ambulatorio Centrale""}","{""doctor"": ""Dott.ssa Chiara Ferrari"", ""location"": ""Ambulatorio Centrale"", ""days"": [""martedì"", ""giovedì""], ""hours"": ""9-13""}",95,52,2.4362,8.7931,8.18
Larger-Local,7.0,information_extraction-it-005,information_extraction,it,0.3333,"values_missing:start_date,end_date",True,"{""location"":""Milano"",""date"":""3-5 settembre 2025"",""event"":""conferenza""}","{""event_location"": ""Milano"", ""start_date"": ""2025-09-03"", ""end_date"": ""2025-09-05""}",79,27,1.6077,4.7443,8.61
Larger-Local,7.0,information_extraction-it-006,information_extraction,it,1.0,all_values_found,True,"{""order_number"":""78910"",""shipping_method"":""BRT"",""estimated_delivery"":""3-5 giorni lavorativi""}","{""order_number"": ""78910"", ""carrier"": ""BRT"", ""eta_days"": ""3-5""}",91,28,2.1394,5.4195,8.54
Larger-Local,7.0,information_extraction-it-007,information_extraction,it,0.6667,values_missing:price,True,"{""address"": ""via Verdi 42"", ""price"": ""375.000 euro"", ""date"": ""giugno 2024""}","{""address"": ""via Verdi 42"", ""price"": ""375000"", ""month_sold"": ""giugno 2024""}",91,38,2.2261,6.9001,8.13
Larger-Local,7.0,information_extraction-it-008,information_extraction,it,1.0,all_values_found,True,"{""nome"": ""Roberto Colombo"", ""giorno"": ""giovedì"", ""ora"": ""10:00"", ""luogo"": ""Sala Riunioni B""}","{""attendee"": ""Roberto Colombo"", ""day"": ""giovedì"", ""time"": ""10:00"", ""location"": ""Sala Riunioni B""}",83,41,1.7365,6.7649,8.15
Larger-Local,7.0,structured_output-en-001,structured_output,en,1.0,all_fields_match,True,"{""name"": ""Alice"", ""age"": 29}","{""name"": ""Alice"", ""age"": 29}",63,14,3.427,4.9617,9.12
Larger-Local,7.0,structured_output-en-002,structured_output,en,1.0,all_fields_match,True,"{""city"":""Paris"",""country"":""France""}","{""city"": ""Paris"", ""country"": ""France""}",62,10,1.3953,2.4875,9.16
Larger-Local,7.0,structured_output-en-003,structured_output,en,1.0,all_fields_match,True,"{""title"":""1984"",""author"":""George Orwell"",""year"":1949}","{""title"": ""1984"", ""author"": ""George Orwell"", ""year"": 1949}",76,21,2.2003,4.6272,8.65
Larger-Local,7.0,structured_output-en-004,structured_output,en,1.0,list_match,True,"{""colors"":[""red"",""blue"",""yellow""]}","[""red"", ""blue"", ""yellow""]",58,10,1.2234,2.7209,6.68
Larger-Local,7.0,structured_output-en-005,structured_output,en,1.0,all_fields_match,True,"{""product"":""Laptop"",""price"":999,""in_stock"":true}","{""product"": ""Laptop"", ""price"": 999, ""in_stock"": true}",70,18,1.7679,3.8343,8.71
Larger-Local,7.0,structured_output-en-006,structured_output,en,1.0,all_fields_match,True,"{""day"": ""Monday"", ""temperature_celsius"": 22}","{""day"": ""Monday"", ""temperature_celsius"": 22}",66,16,1.6528,3.4652,8.83
Larger-Local,7.0,structured_output-en-007,structured_output,en,1.0,all_fields_match,True,"{""first_name"":""Tom"",""last_name"":""Walker"",""email"":""tom.walker@email.com""}","{""first_name"": ""Tom"", ""last_name"": ""Walker"", ""email"": ""tom.walker@email.com""}",70,20,1.4911,3.8395,8.52
Larger-Local,7.0,structured_output-en-008,structured_output,en,1.0,all_fields_match,True,"{""width"":10,""height"":5}","{""width"": 10, ""height"": 5}",66,11,1.6172,2.9134,8.49
Larger-Local,7.0,structured_output-it-001,structured_output,it,1.0,all_fields_match,True,"{""nome"":""Alice"",""eta"":29}","{""nome"": ""Alice"", ""eta"": 29}",64,11,1.5181,2.708,9.24
Larger-Local,7.0,structured_output-it-002,structured_output,it,1.0,all_fields_match,True,"{""citta"":""Parigi"",""paese"":""Francia""}","{""citta"": ""Parigi"", ""paese"": ""Francia""}",69,14,1.6957,3.2641,8.93
Larger-Local,7.0,structured_output-it-003,structured_output,it,1.0,all_fields_match,True,"{""titolo"":""Il Nome della Rosa"",""autore"":""Umberto Eco"",""anno"":1980}","{""titolo"": ""Il Nome della Rosa"", ""autore"": ""Umberto Eco"", ""anno"": 1980}",86,25,2.651,5.6336,8.38
Larger-Local,7.0,structured_output-it-004,structured_output,it,1.0,list_match,True,"{""primaries"": [""rosso"", ""blu"", ""giallo""]}","[""rosso"", ""blu"", ""giallo""]",64,17,1.8861,3.7695,9.03
Larger-Local,7.0,structured_output-it-005,structured_output,it,0.3333,"fields_wrong:prezzo,disponibile",True,"{""prodotto"":""Laptop"",""prezzo"":""999 euro"",""disponibile"":""attualmente disponibile""}","{""prodotto"": ""Laptop"", ""prezzo"": 999, ""disponibile"": true}",82,27,1.8823,5.016,8.62
Larger-Local,7.0,structured_output-it-006,structured_output,it,1.0,all_fields_match,True,"{""giorno"":""lunedì"",""temperatura_celsius"":22}","{""giorno"": ""lunedì"", ""temperatura_celsius"": 22}",73,18,1.9118,3.8986,9.06
Larger-Local,7.0,structured_output-it-007,structured_output,it,1.0,all_fields_match,True,"{""nome"":""Tommaso"",""cognome"":""Ferrari"",""email"":""tommaso.ferrari@email.it""}","{""nome"": ""Tommaso"", ""cognome"": ""Ferrari"", ""email"": ""tommaso.ferrari@email.it""}",79,27,1.7974,4.9146,8.66
Larger-Local,7.0,structured_output-it-008,structured_output,it,1.0,all_fields_match,True,"{""larghezza"": 10, ""altezza"": 5}","{""larghezza"": 10, ""altezza"": 5}",76,17,1.9923,3.8797,9.01
Larger-Local,7.0,summarization-en-001,summarization,en,0.4068,token_f1=0.41,,"Solar and wind power generation grew by 18% globally last year, fueled by declining equipment costs, new subsidies, and increasing adoption in countries like Germany and India, with expectations of continued growth due to cheaper battery storage.","Renewable energy generation grew significantly last year due to lower costs and government support, with continued growth expected as storage technology improves.",103,46,5.2962,10.7613,8.42
Larger-Local,7.0,summarization-en-002,summarization,en,0.3636,token_f1=0.36,,"TechCorp's quarterly revenue grew 12% to $2.4 billion, fueled by cloud services demand, with profit margins improving slightly despite increased data center costs.","TechCorp's quarterly revenue rose 12% thanks to strong cloud demand, and its stock climbed after the earnings announcement.",107,35,3.455,7.5178,8.61
Larger-Local,7.0,summarization-en-003,summarization,en,0.6122,token_f1=0.61,,"On July 20, 1969, Neil Armstrong and Buzz Aldrin became the first humans to walk on the Moon, marking a significant milestone in the space race.","Apollo 11's 1969 Moon landing made Armstrong and Aldrin the first humans on the Moon, a landmark moment in the space race.",115,38,3.828,8.3729,8.36
Larger-Local,7.0,summarization-en-004,summarization,en,0.5161,token_f1=0.52,,"People who sleep less than six hours a night have a higher risk of heart disease compared to those who sleep seven to eight hours, according to a ten-year study of 5,000 adults.","A decade-long study found that sleeping under six hours a night raises heart disease risk, reinforcing the importance of getting seven to eight hours of sleep.",118,42,4.0819,8.9955,8.55
Larger-Local,7.0,summarization-en-005,summarization,en,0.4167,token_f1=0.42,,"The home team secured a 2-1 victory with a late free-kick goal, securing fan celebrations well into the night after coming back from behind.","The home team overturned an early deficit with two late goals, including a dramatic 88th-minute free kick, to win 2-1.",111,32,3.5983,7.2585,8.74
Larger-Local,7.0,summarization-en-006,summarization,en,0.7812,token_f1=0.78,,"The city council will make public buses free starting next year, funded by a new tax on downtown parking garages, aimed at reducing traffic congestion and carbon emissions, though some business owners oppose the new tax.","The city will make buses free next year, funded by a new downtown parking tax meant to cut traffic and emissions, though some business owners oppose the tax.",99,42,3.1412,8.0177,8.61
Larger-Local,7.0,summarization-en-007,summarization,en,0.566,token_f1=0.57,,"Astronomers have discovered a potentially habitable exoplanet, 1.5 times the size of Earth, orbiting a star 40 light-years away in a zone where liquid water could exist.","Astronomers found a potentially habitable exoplanet 40 light-years away, about 1.5 times Earth's size, and plan further studies of its atmosphere.",117,44,3.9705,9.0884,8.6
Larger-Local,7.0,summarization-en-008,summarization,en,0.4211,token_f1=0.42,,"A young detective in 1920s London uncovers a police conspiracy through her investigation of a theft, leading her to choose between exposing corruption and protecting her career, with her testimony before a tribunal as the resolution.","A 1920s London detective uncovers police corruption while investigating a small theft, ultimately risking her career to testify against corrupt colleagues.",109,46,3.4969,8.8448,8.6
Larger-Local,7.0,summarization-it-001,summarization,it,0.3333,token_f1=0.33,,"La produzione di energia solare ed eolica ha cresciuto del 18% globalmente, grazie a ridotti costi e nuovi incentivi, con Germania e India che generano ora oltre un terzo della propria elettricità da fonti rinnovabili, e gli analisti prevedono una continua crescita.","La produzione di energia rinnovabile è cresciuta molto lo scorso anno grazie a costi più bassi e incentivi statali, con una crescita futura attesa grazie ai progressi nell'accumulo energetico.",155,79,6.3707,16.9534,7.47
Larger-Local,7.0,summarization-it-002,summarization,it,0.4,token_f1=0.40,,"TechCorp ha registrato un fatturato trimestrale di 2,4 miliardi di dollari, con un aumento del 12% rispetto all'anno precedente, grazie alla domanda per i servizi cloud, mantenendo i margini di profitto leggermente migliorati.","Il fatturato trimestrale di TechCorp è cresciuto del 12% grazie alla domanda di servizi cloud, e il titolo è salito dopo l'annuncio dei risultati.",145,65,5.1076,12.7165,8.54
Larger-Local,7.0,summarization-it-003,summarization,it,0.4058,token_f1=0.41,,"Gli astronauti Neil Armstrong e Buzz Aldrin divennero i primi esseri umani a camminare sulla Luna il 20 luglio 1969 durante la missione Apollo 11 della NASA, seguita da milioni di persone in diretta televisiva e ritenuta una tappa fondamentale nella corsa allo spazio.","Lo sbarco sulla Luna dell'Apollo 11 nel 1969 rese Armstrong e Aldrin i primi uomini sulla Luna, un momento cruciale della corsa allo spazio.",148,79,5.1749,15.2399,7.85
Larger-Local,7.0,summarization-it-004,summarization,it,0.5106,token_f1=0.51,,"Un sonno di meno di sei ore notte aumenta significativamente il rischio di malattie cardiache, confermando l'importanza di un sonno adeguato.","Uno studio decennale ha rilevato che dormire meno di sei ore aumenta il rischio cardiaco, confermando l'importanza di dormire sette-otto ore a notte.",162,40,5.9855,10.611,8.65
Larger-Local,7.0,summarization-it-005,summarization,it,0.4912,token_f1=0.49,,"La squadra di casa ha ribaltato il risultato con due gol negli ultimi venti minuti, vincendo 2-1 grazie al gol decisivo all'88º minuto in una partita festeggiata fino a tarda notte.","La squadra di casa ha ribaltato uno svantaggio iniziale con due gol nel finale, incluso un gol su punizione all'88', vincendo 2-1.",132,59,4.4479,11.3701,8.52
Larger-Local,7.0,summarization-it-006,summarization,it,0.5455,token_f1=0.55,,"Il consiglio comunale ha approvato un piano per rendere gratuiti gli autobus pubblici a partire dal prossimo anno, finanziato da una nuova tassa sui parcheggi del centro, ma alcuni commercianti hanno criticato la tassa come ingiusta.","La città renderà gratuiti gli autobus dal prossimo anno grazie a una nuova tassa sui parcheggi del centro, pensata per ridurre traffico ed emissioni, nonostante le critiche di alcuni commercianti.",140,62,4.8071,12.2735,8.3
Larger-Local,7.0,summarization-it-007,summarization,it,0.5373,token_f1=0.54,,"Gli astronomi hanno scoperto un esopianeta, 1,5 volte più grande della Terra, in orbita attorno a una stella a 40 anni luce di distanza, che potrebbe avere acqua liquida in superficie e promettere per futuri studi sull'atmosfera.","Gli astronomi hanno scoperto un esopianeta potenzialmente abitabile a 40 anni luce, circa 1,5 volte le dimensioni della Terra, da studiare in futuro per la sua atmosfera.",158,71,5.7366,14.2003,8.39
Larger-Local,7.0,summarization-it-008,summarization,it,0.4615,token_f1=0.46,,"Una giovane investigatrice in Londra degli anni '20 scopre una cospirazione poliziesca durante l'indagine su un furto, dobbiamo scegliere se denunci colleghi corrotti o proteggere la carriera, con la testimonianza finale davanti a un tribunale a costo personale.","Un'investigatrice nella Londra degli anni '20 scopre la corruzione della polizia indagando su un piccolo furto, rischiando la carriera per testimoniare contro i colleghi corrotti.",155,76,5.4825,14.5992,8.34
Larger-Local,7.0,reasoning-en-001,reasoning,en,1.0,numeric_match,,40,40,67,3,3.488,3.715,13.22
Larger-Local,7.0,reasoning-en-002,reasoning,en,1.0,numeric_match,,19,19,64,3,1.5803,1.8057,13.31
Larger-Local,7.0,reasoning-en-003,reasoning,en,1.0,numeric_match,,$30,$30,60,4,1.3958,1.7387,11.66
Larger-Local,7.0,reasoning-en-004,reasoning,en,0.0,day_mismatch_or_missing,,Wednesday,Saturday,56,2,1.2029,1.3148,17.86
Larger-Local,7.0,reasoning-en-005,reasoning,en,1.0,numeric_match,,40,40 square meters,56,3,1.1949,1.4231,13.14
Larger-Local,7.0,reasoning-en-006,reasoning,en,1.0,numeric_match,,14,14,59,3,1.4754,1.7047,13.08
Larger-Local,7.0,reasoning-en-007,reasoning,en,1.0,numeric_match,,5,5,62,2,1.6211,1.7344,17.65
Larger-Local,7.0,reasoning-en-008,reasoning,en,0.0,numeric_mismatch,,2,3,67,2,1.9288,2.0425,17.59
Larger-Local,7.0,reasoning-en-009,reasoning,en,1.0,numeric_match,,1000 km,1000 km,71,6,2.0789,2.6557,10.4
Larger-Local,7.0,reasoning-it-001,reasoning,it,1.0,numeric_match,,40,40,77,3,2.2902,2.5193,13.09
Larger-Local,7.0,reasoning-it-002,reasoning,it,1.0,numeric_match,,19,19,70,3,1.7947,2.0247,13.04
Larger-Local,7.0,reasoning-it-003,reasoning,it,1.0,numeric_match,,30,30 euro,65,3,1.6799,1.9071,13.2
Larger-Local,7.0,reasoning-it-004,reasoning,it,0.0,day_mismatch_or_missing,,Venerdì,sabato,58,4,1.3841,1.7264,11.68
Larger-Local,7.0,reasoning-it-005,reasoning,it,1.0,numeric_match,,40,40 metri quadrati,65,3,1.6923,1.921,13.12
Larger-Local,7.0,reasoning-it-006,reasoning,it,1.0,numeric_match,,14,14,69,3,1.9964,2.2229,13.24
Larger-Local,7.0,reasoning-it-007,reasoning,it,1.0,numeric_match,,5,5,72,2,2.0627,2.175,17.8
Larger-Local,7.0,reasoning-it-008,reasoning,it,0.0,numeric_mismatch,,4,3,78,2,2.3701,2.4838,17.59
Larger-Local,7.0,reasoning-it-009,reasoning,it,1.0,numeric_match,,1000,1000 km,79,5,2.4596,2.9234,10.78
Larger-Local,7.0,instruction_following-en-001,instruction_following,en,1.0,correct,,YES,YES,55,2,2.8486,2.9628,17.5
Larger-Local,7.0,instruction_following-en-002,instruction_following,en,1.0,correct,,cold,Cold,50,2,1.0816,1.1974,17.28
Larger-Local,7.0,instruction_following-en-003,instruction_following,en,1.0,correct,,"apple, banana, orange","apple, banana, orange",48,6,0.9037,1.4802,10.41
Larger-Local,7.0,instruction_following-en-004,instruction_following,en,1.0,correct,,366,366,54,4,1.304,1.6461,11.69
Larger-Local,7.0,instruction_following-en-005,instruction_following,en,1.0,correct,,Capital: Tokyo,Capital: Tokyo,55,4,1.1958,1.539,11.66
Larger-Local,7.0,instruction_following-en-006,instruction_following,en,1.0,correct,,JUPITER,JUPITER,51,4,1.01,1.3555,11.58
Larger-Local,7.0,instruction_following-en-007,instruction_following,en,1.0,correct,,❤️,❤️,50,3,1.1133,1.3409,13.18
Larger-Local,7.0,instruction_following-en-008,instruction_following,en,1.0,correct,,true,true,63,2,1.5864,1.7,17.6
Larger-Local,7.0,instruction_following-en-009,instruction_following,en,1.0,correct,,"Red, Blue","red, blue",55,4,1.1979,1.5428,11.6
Larger-Local,7.0,instruction_following-it-001,instruction_following,it,0.0,format_ok_content_wrong,,SI,SÌ,65,2,1.7799,1.8928,17.72
Larger-Local,7.0,instruction_following-it-002,instruction_following,it,1.0,correct,,freddo,Freddo,55,4,1.0044,1.3466,11.69
Larger-Local,7.0,instruction_following-it-003,instruction_following,it,0.0,format_ok_content_wrong,,"Banana, mela, arancia","mela, banana, arancia",57,9,1.3849,2.3138,9.69
Larger-Local,7.0,instruction_following-it-004,instruction_following,it,1.0,correct,,366,366,58,4,1.4964,1.8411,11.6
Larger-Local,7.0,instruction_following-it-005,instruction_following,it,1.0,correct,,Capitale: Tokyo,Capitale: Tokyo,67,6,1.5925,2.1694,10.4
Larger-Local,7.0,instruction_following-it-006,instruction_following,it,0.0,format_ok_content_wrong,,JUPITER,GIOVE,58,4,1.3019,1.6471,11.59
Larger-Local,7.0,instruction_following-it-007,instruction_following,it,1.0,correct,,❤️,❤️,58,3,1.2984,1.527,13.12
Larger-Local,7.0,instruction_following-it-008,instruction_following,it,1.0,correct,,vero,vero,76,2,2.0764,2.1885,17.84
Larger-Local,7.0,instruction_following-it-009,instruction_following,it,1.0,correct,,"rosso, blu","rosso, blu",65,5,1.5912,2.0482,10.94
