quant_level,id,category,language,score,detail,valid_json,output,expected,ttft_s,total_time_s,decode_tokens_per_s
Q8_0,information_extraction-it-007,information_extraction,it,0.6667,values_missing:price,True,"{""appartamento"": ""via Verdi 42"", ""venduto"": ""nel giugno 2024"", ""prezzo"": ""375.000 euro""}","{""address"": ""via Verdi 42"", ""price"": ""375000"", ""month_sold"": ""giugno 2024""}",0.4145,1.6518,35.56
Q8_0,information_extraction-it-008,information_extraction,it,0.75,values_missing:attendee,True,"{
  ""date"": ""giovedì"",
  ""time"": ""10:00"",
  ""location"": ""Sala Riunioni B""
}","{""attendee"": ""Roberto Colombo"", ""day"": ""giovedì"", ""time"": ""10:00"", ""location"": ""Sala Riunioni B""}",0.324,1.305,35.68
Q8_0,structured_output-en-001,structured_output,en,1.0,all_fields_match,True,"{""name"": ""Alice"", ""age"": 29}","{""name"": ""Alice"", ""age"": 29}",0.6365,0.9958,38.97
Q8_0,structured_output-en-002,structured_output,en,1.0,all_fields_match,True,"{""city"": ""Paris"", ""country"": ""France""}","{""city"": ""Paris"", ""country"": ""France""}",0.2296,0.5585,39.53
Q8_0,structured_output-en-003,structured_output,en,1.0,all_fields_match,True,"{""title"": ""1984"", ""author"": ""George Orwell"", ""year"": 1949}","{""title"": ""1984"", ""author"": ""George Orwell"", ""year"": 1949}",0.3581,1.0882,35.61
Q8_0,structured_output-en-004,structured_output,en,1.0,list_match,True,"[""red"", ""blue"", ""yellow""]","[""red"", ""blue"", ""yellow""]",0.231,0.5075,36.17
Q8_0,structured_output-en-005,structured_output,en,0.3333,"fields_wrong:price,in_stock",True,"{""product"":""Laptop"",""price"":""$999"",""in_stock"":""currently available""}","{""product"": ""Laptop"", ""price"": 999, ""in_stock"": true}",0.3623,1.1116,26.69
Q8_0,structured_output-en-006,structured_output,en,1.0,all_fields_match,True,"{""day"": ""Monday"", ""temperature_celsius"": 22}","{""day"": ""Monday"", ""temperature_celsius"": 22}",0.323,0.7528,37.22
Q8_0,structured_output-en-007,structured_output,en,1.0,all_fields_match,True,"{""first_name"": ""Tom"", ""last_name"": ""Walker"", ""email"": ""tom.walker@email.com""}","{""first_name"": ""Tom"", ""last_name"": ""Walker"", ""email"": ""tom.walker@email.com""}",0.2796,0.9891,35.23
Q8_0,structured_output-en-008,structured_output,en,1.0,all_fields_match,True,"{""width"": 10, ""height"": 5}","{""width"": 10, ""height"": 5}",0.2715,0.6847,33.88
Q8_0,structured_output-it-001,structured_output,it,1.0,all_fields_match,True,"{""nome"": ""Alice"", ""eta"": 29}","{""nome"": ""Alice"", ""eta"": 29}",0.2874,0.6672,36.86
Q8_0,structured_output-it-002,structured_output,it,1.0,all_fields_match,True,"{""citta"": ""Parigi"", ""paese"": ""Francia""}","{""citta"": ""Parigi"", ""paese"": ""Francia""}",0.329,0.7988,36.19
Q8_0,structured_output-it-003,structured_output,it,1.0,all_fields_match,True,"{""titolo"": ""Il Nome della Rosa"", ""autore"": ""Umberto Eco"", ""anno"": 1980}","{""titolo"": ""Il Nome della Rosa"", ""autore"": ""Umberto Eco"", ""anno"": 1980}",0.504,1.3592,35.08
Q8_0,structured_output-it-004,structured_output,it,1.0,list_match,True,"{""colors"": [""rosso"", ""blu"", ""giallo""]}","[""rosso"", ""blu"", ""giallo""]",0.3708,0.8901,30.81
Q8_0,structured_output-it-005,structured_output,it,0.3333,"fields_wrong:prezzo,disponibile",True,"{""prodotto"":""Laptop"",""prezzo"":""999 euro"",""disponibile"":""attualmente disponibile""}","{""prodotto"": ""Laptop"", ""prezzo"": 999, ""disponibile"": true}",0.3576,1.0984,36.45
Q8_0,structured_output-it-006,structured_output,it,1.0,all_fields_match,True,"{""giorno"": ""lunedì"", ""temperatura_celsius"": 22}","{""giorno"": ""lunedì"", ""temperatura_celsius"": 22}",0.3178,0.8494,39.5
Q8_0,structured_output-it-007,structured_output,it,1.0,all_fields_match,True,"{
  ""nome"": ""Tommaso"",
  ""cognome"": ""Ferrari"",
  ""email"": ""tommaso.ferrari@email.it""
}","{""nome"": ""Tommaso"", ""cognome"": ""Ferrari"", ""email"": ""tommaso.ferrari@email.it""}",0.2899,1.2772,37.48
Q8_0,structured_output-it-008,structured_output,it,1.0,all_fields_match,True,"{""larghezza"": 10, ""altezza"": 5}","{""larghezza"": 10, ""altezza"": 5}",0.3317,0.8479,32.93
Q8_0,summarization-en-001,summarization,en,0.28,token_f1=0.28,,"Solar and wind power generation increased by 18% globally due to falling costs and government subsidies, with several countries generating over a third of their electricity from renewables.","Renewable energy generation grew significantly last year due to lower costs and government support, with continued growth expected as storage technology improves.",0.9522,1.8301,38.73
Q8_0,summarization-en-002,summarization,en,0.4364,token_f1=0.44,,"TechCorp reported a 12% increase in quarterly revenue of $2.4 billion, driven by strong cloud services demand, with profit margins improving despite rising data center costs, and its stock rose 5% in after-hours trading.","TechCorp's quarterly revenue rose 12% thanks to strong cloud demand, and its stock climbed after the earnings announcement.",0.5778,1.8622,38.15
Q8_0,summarization-en-003,summarization,en,0.6207,token_f1=0.62,,"Astronauts Neil Armstrong and Buzz Aldrin became the first humans to walk on the Moon as part of NASA's Apollo 11 mission on July 20, 1969, marking a significant achievement in the space race.","Apollo 11's 1969 Moon landing made Armstrong and Aldrin the first humans on the Moon, a landmark moment in the space race.",0.6613,2.1063,35.29
Q8_0,summarization-en-004,summarization,en,0.5172,token_f1=0.52,,"People who sleep less than six hours a night have a higher risk of heart disease compared to those who sleep seven to eight hours, according to a ten-year study.","A decade-long study found that sleeping under six hours a night raises heart disease risk, reinforcing the importance of getting seven to eight hours of sleep.",0.7614,1.6918,36.54
Q8_0,summarization-en-005,summarization,en,0.5833,token_f1=0.58,,"The visiting team secured a 2-1 victory over the home team with a late free kick goal, overcoming an early deficit in a dramatic comeback.","The home team overturned an early deficit with two late goals, including a dramatic 88th-minute free kick, to win 2-1.",0.6255,1.4331,38.38
Q8_0,summarization-en-006,summarization,en,0.5818,token_f1=0.58,,"City council approves free public bus service next year, funded by a downtown parking tax, aiming to reduce congestion and emissions but criticized by some business owners.","The city will make buses free next year, funded by a new downtown parking tax meant to cut traffic and emissions, though some business owners oppose the tax.",0.5222,1.328,38.47
Q8_0,summarization-en-007,summarization,en,0.6415,token_f1=0.64,,"Astronomers discovered a new exoplanet 40 light-years away, roughly 1.5 times Earth's size and takes 200 days to orbit its star, potentially for future atmospheric studies.","Astronomers found a potentially habitable exoplanet 40 light-years away, about 1.5 times Earth's size, and plan further studies of its atmosphere.",0.6852,1.8819,37.6
Q8_0,summarization-en-008,summarization,en,0.3636,token_f1=0.36,,"A young detective in 1920s London investigates a theft while uncovering a police force conspiracy, facing moral dilemmas and testifying before a tribunal.","A 1920s London detective uncovers police corruption while investigating a small theft, ultimately risking her career to testify against corrupt colleagues.",0.6112,1.5111,37.78
Q8_0,summarization-it-001,summarization,it,0.1935,token_f1=0.19,,"La produzione di energia solare e eolica ha aumentato del 18% nel mondo, con un terzo della elettricità generata da fonti rinnovabili proveniente da paesi come Germania e India, stimata da analisti.","La produzione di energia rinnovabile è cresciuta molto lo scorso anno grazie a costi più bassi e incentivi statali, con una crescita futura attesa grazie ai progressi nell'accumulo energetico.",1.0997,2.7127,37.2
Q8_0,summarization-it-002,summarization,it,0.5556,token_f1=0.56,,"TechCorp ha registrato un fatturato trimestrale di 2,4 miliardi di dollari, con un aumento del 12% rispetto al periodo precedente, grazie alla forte domanda per i servizi cloud, ma i margini di profitto sono leggermente migliorati e il titolo è salito del 5% dopo l'annuncio.","Il fatturato trimestrale di TechCorp è cresciuto del 12% grazie alla domanda di servizi cloud, e il titolo è salito dopo l'annuncio dei risultati.",0.8937,3.1198,36.39
Q8_0,summarization-it-003,summarization,it,0.4068,token_f1=0.41,,"Neil Armstrong e Buzz Aldrin diventarono i primi esseri umani a camminare sulla Luna il 20 luglio 1969 durante la missione Apollo 11 della NASA, seguita da un'ampia rete di trasmissioni televisive globali.","Lo sbarco sulla Luna dell'Apollo 11 nel 1969 rese Armstrong e Aldrin i primi uomini sulla Luna, un momento cruciale della corsa allo spazio.",0.9448,2.6962,36.54
Q8_0,summarization-it-004,summarization,it,0.1667,token_f1=0.17,,"Adeguato sonno riduce il rischio di malattie cardiache, conferma i ricercatori.","Uno studio decennale ha rilevato che dormire meno di sei ore aumenta il rischio cardiaco, confermando l'importanza di dormire sette-otto ore a notte.",1.0434,1.7246,38.17
Q8_0,summarization-it-005,summarization,it,0.52,token_f1=0.52,,"Squadra ospitale ha avuto vantaggio iniziale, ma casa ha risentito con due gol negli ultimi minuti, vincendo 2-1 con un gol decisivo a 88 minuti.","La squadra di casa ha ribaltato uno svantaggio iniziale con due gol nel finale, incluso un gol su punizione all'88', vincendo 2-1.",0.7372,2.0705,37.5
Q8_0,summarization-it-006,summarization,it,0.5143,token_f1=0.51,,"Il consiglio comunale ha approvato un piano per rendere gratuiti tutti gli autobus pubblici a partire dal prossimo anno, finanziato da una nuova tassa sui parcheggi del centro, ma alcuni commercianti del centro hanno criticato la nuova tassa come ingiusta.","La città renderà gratuiti gli autobus dal prossimo anno grazie a una nuova tassa sui parcheggi del centro, pensata per ridurre traffico ed emissioni, nonostante le critiche di alcuni commercianti.",0.8384,2.6202,37.04
Q8_0,summarization-it-007,summarization,it,0.5312,token_f1=0.53,,"Astronomi hanno descritto un nuovo esopianeta a 40 anni luce di distanza, potenzialmente con acqua liquida in superficie, che impiega 200 giorni per completare un'orbita e è circa 1,5 volte più grande della Terra.","Gli astronomi hanno scoperto un esopianeta potenzialmente abitabile a 40 anni luce, circa 1,5 volte le dimensioni della Terra, da studiare in futuro per la sua atmosfera.",1.0181,2.8508,36.56
Q8_0,summarization-it-008,summarization,it,0.4533,token_f1=0.45,,"Una giovane investigatrice in Londra degli anni '20 scopre una cospirazione nella polizia mentre indaga su un furto apparentemente di poco conto, dove dovrà decidere se denunciare colleghi corrotti o proteggere la propria carriera, con la storia conclusa con una testimonianza davanti a un tribunale a caro prezzo personale.","Un'investigatrice nella Londra degli anni '20 scopre la corruzione della polizia indagando su un piccolo furto, rischiando la carriera per testimoniare contro i colleghi corrotti.",0.9652,3.4122,36.37
Q8_0,reasoning-en-001,reasoning,en,1.0,numeric_match,,40 kilometers,40,0.6266,0.7026,52.6
Q8_0,reasoning-en-002,reasoning,en,0.0,numeric_mismatch,,11,19,0.2779,0.3274,60.55
Q8_0,reasoning-en-003,reasoning,en,1.0,numeric_match,,"Sale price = Original price - (Original price * Discount rate)
Sale price = $40 - ($40 * 0.25)
Sale price = $40 - $10
Sale price = $30",$30,0.2416,1.4682,39.13
Q8_0,reasoning-en-004,reasoning,en,0.0,day_mismatch_or_missing,,Friday,Saturday,0.2247,0.2515,74.77
Q8_0,reasoning-en-005,reasoning,en,1.0,numeric_match,,"Area = length × width
Area = 8 meters × 5 meters
Area = 40 square meters",40 square meters,0.2094,0.8159,39.57
Q8_0,reasoning-en-006,reasoning,en,1.0,numeric_match,,14,14,0.2554,0.308,57.03
Q8_0,reasoning-en-007,reasoning,en,0.0,numeric_mismatch,,"To find out how many cups of flour are needed for 30 cookies, we can set up a proportion based on the given ratio of flour to cookies.

Given: 2 cups of flour for 12 cookies

We want to find: 2 cups of flour for 30 cookies

The proportion can be written as:

\[ \frac{2 \text{ cups}}{12 \text{ cookies}} = \frac{x \text{ cups}}{30 \text{ cookies}} \]

Solving for \( x \):

\[ x = \frac{2 \text{ cups} \times 30 \text{ cookies}}{12 \text{ cookies}} \]

\[ x = \frac{60}{12} \]

\[ x = 5 \]

Therefore, 5 cups of flour are needed for 30 cookies.",5,0.2715,5.371,35.49
Q8_0,reasoning-en-008,reasoning,en,1.0,numeric_match,,"To solve this, first determine the total worker-days required to build the wall. With 3 workers taking 6 days, the total worker-days is \(3 \times 6 = 18\). Now, if we have 6 workers, the number of days required to build the same wall is \(18 \div 6 = 3\). Therefore, it would take 6 workers 3 days to build the wall.",3,0.4032,2.9173,36.2
Q8_0,reasoning-en-009,reasoning,en,0.0,numeric_mismatch,,250 km,1000 km,0.3928,0.5031,45.34
Q8_0,reasoning-it-001,reasoning,it,1.0,numeric_match,,40 chilometri,40,0.4113,0.5622,46.39
Q8_0,reasoning-it-002,reasoning,it,1.0,numeric_match,,"Sara ha 3 scatole x 8 mele = 24 mele in totale.
Quando regala 5 mele, resta 24 - 5 = 19 mele.

Final answer: 19 mele",19,0.3109,1.7112,39.28
Q8_0,reasoning-it-003,reasoning,it,1.0,numeric_match,,Il prezzo scontato della maglietta è di 30 euro.,30 euro,0.2913,0.7453,39.64
Q8_0,reasoning-it-004,reasoning,it,0.0,day_mismatch_or_missing,,Lunedì,sabato,0.228,0.3064,51.05
Q8_0,reasoning-it-005,reasoning,it,1.0,numeric_match,,40 metri quadrati,40 metri quadrati,0.293,0.4428,46.73
Q8_0,reasoning-it-006,reasoning,it,1.0,numeric_match,,14,14,0.3247,0.3742,60.65
Q8_0,reasoning-it-007,reasoning,it,0.0,numeric_mismatch,,4,5,0.3304,0.355,81.21
Q8_0,reasoning-it-008,reasoning,it,0.0,numeric_mismatch,,4,3,0.365,0.3896,81.07
Q8_0,reasoning-it-009,reasoning,it,1.0,numeric_match,,50 litri * (100 km / 5 litri) = 1000 km,1000 km,0.3705,0.9563,40.97
Q8_0,instruction_following-en-001,instruction_following,en,1.0,correct,,YES,YES,0.4372,0.4618,81.45
Q8_0,instruction_following-en-002,instruction_following,en,1.0,correct,,cold,Cold,0.1687,0.1934,81.16
Q8_0,instruction_following-en-003,instruction_following,en,1.0,correct,,"apple, banana, orange","apple, banana, orange",0.1392,0.2638,48.19
Q8_0,instruction_following-en-004,instruction_following,en,1.0,correct,,366,366,0.2026,0.278,53.0
Q8_0,instruction_following-en-005,instruction_following,en,1.0,correct,,Capital: Tokyo,Capital: Tokyo,0.1903,0.2661,52.78
Q8_0,instruction_following-en-006,instruction_following,en,1.0,correct,,JUPITER,JUPITER,0.1594,0.2347,53.07
Q8_0,instruction_following-en-007,instruction_following,en,0.0,format_ok_content_wrong,,❤,❤️,0.1697,0.195,79.17
Q8_0,instruction_following-en-008,instruction_following,en,1.0,correct,,true,true,0.2461,0.2707,81.31
Q8_0,instruction_following-en-009,instruction_following,en,1.0,correct,,"red, blue","red, blue",0.1842,0.2575,54.53
Q8_0,instruction_following-it-001,instruction_following,it,0.0,format_ok_content_wrong,,NO,SÌ,0.2699,0.2944,81.61
Q8_0,instruction_following-it-002,instruction_following,it,0.0,format_ok_content_wrong,,Frigore,Freddo,0.1545,0.2282,54.3
Q8_0,instruction_following-it-003,instruction_following,it,0.0,format_ok_content_wrong,,"Mango, banana, pera","mela, banana, arancia",0.2112,0.3842,46.23
Q8_0,instruction_following-it-004,instruction_following,it,1.0,correct,,366,366,0.2276,0.3019,53.86
Q8_0,instruction_following-it-005,instruction_following,it,1.0,correct,,Capitale: Tokyo,Capitale: Tokyo,0.2473,0.3715,48.31
Q8_0,instruction_following-it-006,instruction_following,it,0.0,content_and_format_wrong,,IL PIANETTA MIGLIORE DEL SISTEMA SOLARE È JUPITER.,GIOVE,0.2001,0.7279,41.68
Q8_0,instruction_following-it-007,instruction_following,it,1.0,correct,,❤️,❤️,0.2089,0.2596,59.24
Q8_0,instruction_following-it-008,instruction_following,it,0.0,format_ok_content_wrong,,falso,vero,0.3286,0.3778,60.91
Q8_0,instruction_following-it-009,instruction_following,it,1.0,correct,,"rosso, blu","rosso, blu",0.2483,0.3476,50.33
Q6_K,classification-en-001,classification,en,1.0,exact_match,,positive,positive,0.6309,0.6519,95.22
Q6_K,classification-en-002,classification,en,1.0,exact_match,,negative,negative,0.2585,0.28,93.17
Q6_K,classification-en-003,classification,en,1.0,exact_match,,neutral,neutral,0.2042,0.2259,91.88
Q6_K,classification-en-004,classification,en,1.0,exact_match,,technology,technology,0.3236,0.3465,87.43
Q6_K,classification-en-005,classification,en,1.0,exact_match,,sports,sports,0.354,0.3784,82.14
Q6_K,classification-en-006,classification,en,1.0,exact_match,,business,business,0.3618,0.3884,75.08
Q6_K,classification-en-007,classification,en,1.0,exact_match,,health,health,0.4363,0.465,69.69
Q6_K,classification-en-008,classification,en,1.0,exact_match,,negative,negative,0.3969,0.4282,63.81
Q6_K,classification-it-001,classification,it,1.0,exact_match,,positive,positive,0.7128,0.7441,63.85
Q6_K,classification-it-002,classification,it,1.0,exact_match,,negative,negative,0.5073,0.5386,63.89
Q6_K,classification-it-003,classification,it,1.0,exact_match,,neutral,neutral,0.4437,0.4784,57.6
Q6_K,classification-it-004,classification,it,1.0,exact_match,,technology,technology,0.6357,0.6705,57.56
Q6_K,classification-it-005,classification,it,1.0,exact_match,,sports,sports,0.5367,0.5714,57.71
Q6_K,classification-it-006,classification,it,1.0,exact_match,,business,business,0.5328,0.5642,63.75
Q6_K,classification-it-007,classification,it,1.0,exact_match,,health,health,0.5815,0.6128,63.9
Q6_K,classification-it-008,classification,it,1.0,exact_match,,negative,negative,0.4588,0.4901,63.95
Q6_K,information_extraction-en-001,information_extraction,en,0.75,values_missing:date,True,"{
  ""invoice_number"": ""4521"",
  ""customer_name"": ""Maria Garcia"",
  ""issue_date"": ""July 14, 2025"",
  ""total_amount"": ""$1,230.50""
}","{""invoice_number"": ""4521"", ""customer"": ""Maria Garcia"", ""date"": ""2025-07-14"", ""total"": ""1230.50""}",0.9644,2.7911,30.11
Q6_K,information_extraction-en-002,information_extraction,en,0.6667,values_missing:name,True,"{
  ""contact_method"": ""Email"",
  ""email"": ""john.doe@example.com"",
  ""contact_method"": ""Phone"",
  ""phone_number"": ""(555) 123-4567""
}","{""name"": ""John Doe"", ""email"": ""john.doe@example.com"", ""phone"": ""(555) 123-4567""}",0.4664,2.1794,29.19
Q6_K,information_extraction-en-003,information_extraction,en,1.0,all_values_found,True,"{
  ""flight_number"": ""AA245"",
  ""departure_gate"": ""12"",
  ""departure_time"": ""14:30"",
  ""arrival_city"": ""Chicago"",
  ""arrival_time"": ""17:05""
}","{""flight_number"": ""AA245"", ""gate"": ""12"", ""departure_time"": ""14:30"", ""destination"": ""Chicago"", ""arrival_time"": ""17:05""}",0.463,2.3562,29.05
Q6_K,information_extraction-en-004,information_extraction,en,0.75,values_missing:hours,True,"{
  ""date"": ""every Monday and Wednesday"",
  ""time"": ""9am to 1pm"",
  ""location"": ""Riverside Clinic"",
  ""doctor"": ""Dr. Emily Carter""
}","{""doctor"": ""Dr. Emily Carter"", ""location"": ""Riverside Clinic"", ""days"": [""Monday"", ""Wednesday""], ""hours"": ""9am-1pm""}",0.3738,1.9064,29.36
Q6_K,information_extraction-en-005,information_extraction,en,0.6667,values_missing:end_date,True,"{
  ""date"": ""2025-09-03"",
  ""location"": ""Berlin"",
  ""duration"": ""3 days""
}","{""event_location"": ""Berlin"", ""start_date"": ""2025-09-03"", ""end_date"": ""2025-09-05""}",0.3516,1.4917,29.82
Q6_K,information_extraction-en-006,information_extraction,en,1.0,all_values_found,True,"{
  ""order_number"": ""78910"",
  ""shipping_method"": ""FedEx"",
  ""estimated_delivery_days"": ""3-5 business days""
}","{""order_number"": ""78910"", ""carrier"": ""FedEx"", ""eta_days"": ""3-5""}",0.3264,1.5673,29.82
Q6_K,information_extraction-en-007,information_extraction,en,1.0,all_values_found,True,"{
  ""address"": ""42 Elm Street"",
  ""sale_date"": ""June 2024"",
  ""sale_price"": ""$375,000""
}","{""address"": ""42 Elm Street"", ""price"": ""375000"", ""month_sold"": ""June 2024""}",0.4,1.7472,29.69
Q6_K,information_extraction-en-008,information_extraction,en,1.0,all_values_found,True,"{
  ""date"": ""Thursday"",
  ""time"": ""10:00 AM"",
  ""location"": ""Conference Room B"",
  ""participant"": ""Robert Chen""
}","{""attendee"": ""Robert Chen"", ""day"": ""Thursday"", ""time"": ""10:00 AM"", ""location"": ""Conference Room B""}",0.3023,1.6093,29.84
Q6_K,information_extraction-it-001,information_extraction,it,0.5,"values_missing:date,total",True,"{""campi_principali"": [{""campo"": ""numero_fattura"", ""valore"": ""4521""}, {""campo"": ""nome_fattore"", ""valore"": ""Maria Rossi""}, {""campo"": ""data_emissione"", ""valore"": ""14 luglio 2025""}, {""campo"": ""totale"", ""valore"": ""1.230,50 euro""}]}","{""invoice_number"": ""4521"", ""customer"": ""Maria Rossi"", ""date"": ""2025-07-14"", ""total"": ""1230.50""}",0.8181,3.9019,29.51
Q6_K,information_extraction-it-002,information_extraction,it,1.0,all_values_found,True,"{
  ""campi_principali"": [
    ""Luca Bianchi"",
    ""luca.bianchi@example.it"",
    ""333 1234567""
  ]
}","{""name"": ""Luca Bianchi"", ""email"": ""luca.bianchi@example.it"", ""phone"": ""333 1234567""}",0.5071,2.0002,30.14
Q6_K,information_extraction-it-003,information_extraction,it,1.0,all_values_found,True,"{""volo"":""AZ310"",""parte_da"":""gate 7"",""parte_le"":""16:45"",""atterra_a"":""Roma"",""atterra_le"":""18:20""}","{""flight_number"": ""AZ310"", ""gate"": ""7"", ""departure_time"": ""16:45"", ""destination"": ""Roma"", ""arrival_time"": ""18:20""}",0.442,1.9289,30.26
Q6_K,information_extraction-it-004,information_extraction,it,0.5,"values_missing:doctor,hours",True,"{
  ""date"": ""martedì e giovedì"",
  ""time"": ""9 alle 13"",
  ""day"": ""mattina"",
  ""location"": ""Ambulatorio Centrale"",
  ""doctor"": ""La dottoressa Chiara Ferrari""
}","{""doctor"": ""Dott.ssa Chiara Ferrari"", ""location"": ""Ambulatorio Centrale"", ""days"": [""martedì"", ""giovedì""], ""hours"": ""9-13""}",0.508,2.534,30.11
Q6_K,information_extraction-it-005,information_extraction,it,0.6667,values_missing:end_date,True,"{
  ""date"": ""2025-09-03"",
  ""location"": ""Milano"",
  ""duration"": ""3-5""
}","{""event_location"": ""Milano"", ""start_date"": ""2025-09-03"", ""end_date"": ""2025-09-05""}",0.3521,1.5382,30.35
Q6_K,information_extraction-it-006,information_extraction,it,1.0,all_values_found,True,"{
  ""order_number"": ""78910"",
  ""delivery_method"": ""BRT"",
  ""estimated_delivery_days"": ""3-5""
}","{""order_number"": ""78910"", ""carrier"": ""BRT"", ""eta_days"": ""3-5""}",0.4601,1.5846,31.12
Q6_K,information_extraction-it-007,information_extraction,it,0.6667,values_missing:price,True,"{""campi_principali"": [""via Verdi 42"", ""venduto"", ""375.000 euro"", ""giugno 2024""]}","{""address"": ""via Verdi 42"", ""price"": ""375000"", ""month_sold"": ""giugno 2024""}",0.5656,2.0943,26.82
Q6_K,information_extraction-it-008,information_extraction,it,0.75,values_missing:attendee,True,"{
  ""meeting_date"": ""giovedì"",
  ""meeting_time"": ""alle 10:00"",
  ""meeting_location"": ""Sala Riunioni B""
}","{""attendee"": ""Roberto Colombo"", ""day"": ""giovedì"", ""time"": ""10:00"", ""location"": ""Sala Riunioni B""}",0.4666,1.8986,27.93
Q6_K,structured_output-en-001,structured_output,en,1.0,all_fields_match,True,"{""name"": ""Alice"", ""age"": 29}","{""name"": ""Alice"", ""age"": 29}",0.779,1.1836,34.6
Q6_K,structured_output-en-002,structured_output,en,1.0,all_fields_match,True,"{""city"": ""Paris"", ""country"": ""France""}","{""city"": ""Paris"", ""country"": ""France""}",0.2909,0.663,34.94
Q6_K,structured_output-en-003,structured_output,en,1.0,all_fields_match,True,"{""title"": ""1984"", ""author"": ""George Orwell"", ""year"": 1949}","{""title"": ""1984"", ""author"": ""George Orwell"", ""year"": 1949}",0.4735,1.259,33.1
Q6_K,structured_output-en-004,structured_output,en,1.0,list_match,True,"[""red"", ""blue"", ""yellow""]","[""red"", ""blue"", ""yellow""]",0.2605,0.5503,34.51
Q6_K,structured_output-en-005,structured_output,en,0.3333,"fields_wrong:price,in_stock",True,"{""product"":""Laptop"",""price"":""$999"",""in_stock"":""currently available""}","{""product"": ""Laptop"", ""price"": 999, ""in_stock"": true}",0.3911,1.02,31.8
Q6_K,structured_output-en-006,structured_output,en,1.0,all_fields_match,True,"{""day"": ""Monday"", ""temperature_celsius"": 22}","{""day"": ""Monday"", ""temperature_celsius"": 22}",0.3505,0.8445,32.39
Q6_K,structured_output-en-007,structured_output,en,1.0,all_fields_match,True,"{""first_name"": ""Tom"", ""last_name"": ""Walker"", ""email"": ""tom.walker@email.com""}","{""first_name"": ""Tom"", ""last_name"": ""Walker"", ""email"": ""tom.walker@email.com""}",0.327,1.1327,31.03
Q6_K,structured_output-en-008,structured_output,en,1.0,all_fields_match,True,"{""width"": 10, ""height"": 5}","{""width"": 10, ""height"": 5}",0.3501,0.7772,32.78
Q6_K,structured_output-it-001,structured_output,it,1.0,all_fields_match,True,"{""nome"": ""Alice"", ""eta"": 29}","{""nome"": ""Alice"", ""eta"": 29}",0.3248,0.7545,32.58
Q6_K,structured_output-it-002,structured_output,it,1.0,all_fields_match,True,"{""citta"": ""Parigi"", ""paese"": ""Francia""}","{""citta"": ""Parigi"", ""paese"": ""Francia""}",0.3665,0.8895,32.51
Q6_K,structured_output-it-003,structured_output,it,1.0,all_fields_match,True,"{""titolo"": ""Il Nome della Rosa"", ""autore"": ""Umberto Eco"", ""anno"": 1980}","{""titolo"": ""Il Nome della Rosa"", ""autore"": ""Umberto Eco"", ""anno"": 1980}",0.5727,1.5196,31.68
Q6_K,structured_output-it-004,structured_output,it,1.0,list_match,True,"{""colors"": [""rosso"", ""blu"", ""giallo""]}","[""rosso"", ""blu"", ""giallo""]",0.3496,0.8515,31.88
Q6_K,structured_output-it-005,structured_output,it,0.3333,"fields_wrong:prezzo,disponibile",True,"{""prodotto"":""Laptop"",""prezzo"":""999 euro"",""disponibile"":""attualmente disponibile""}","{""prodotto"": ""Laptop"", ""prezzo"": 999, ""disponibile"": true}",0.4162,1.2912,30.86
Q6_K,structured_output-it-006,structured_output,it,1.0,all_fields_match,True,"{""giorno"": ""lunedì"", ""temperatura_celsius"": 22}","{""giorno"": ""lunedì"", ""temperatura_celsius"": 22}",0.4164,1.0964,30.88
Q6_K,structured_output-it-007,structured_output,it,1.0,all_fields_match,True,"{
  ""nome"": ""Tommaso"",
  ""cognome"": ""Ferrari"",
  ""email"": ""tommaso.ferrari@email.it""
}","{""nome"": ""Tommaso"", ""cognome"": ""Ferrari"", ""email"": ""tommaso.ferrari@email.it""}",0.4052,1.6331,30.13
Q6_K,structured_output-it-008,structured_output,it,1.0,all_fields_match,True,"{""larghezza"": 10, ""altezza"": 5}","{""larghezza"": 10, ""altezza"": 5}",0.4412,0.9674,32.31
Q6_K,summarization-en-001,summarization,en,0.3279,token_f1=0.33,,"Solar and wind power generation increased globally by 18%, driven by falling equipment costs and government subsidies, with several countries generating over a third of their electricity from renewables, and analysts predicting continued growth due to cheaper battery storage.","Renewable energy generation grew significantly last year due to lower costs and government support, with continued growth expected as storage technology improves.",1.1931,2.6691,31.16
Q6_K,summarization-en-002,summarization,en,0.3043,token_f1=0.30,,"TechCorp reported a 12% increase in quarterly revenue of $2.4 billion, driven by strong cloud services demand, with profit margins improving despite rising data center costs.","TechCorp's quarterly revenue rose 12% thanks to strong cloud demand, and its stock climbed after the earnings announcement.",0.7885,1.9837,30.96
Q6_K,summarization-en-003,summarization,en,0.6207,token_f1=0.62,,"Astronauts Neil Armstrong and Buzz Aldrin became the first humans to walk on the Moon as part of NASA's Apollo 11 mission on July 20, 1969, marking a significant achievement in the space race.","Apollo 11's 1969 Moon landing made Armstrong and Aldrin the first humans on the Moon, a landmark moment in the space race.",0.8776,2.5601,30.31
Q6_K,summarization-en-004,summarization,en,0.5172,token_f1=0.52,,"People who sleep less than six hours a night have a higher risk of heart disease compared to those who sleep seven to eight hours, according to a ten-year study.","A decade-long study found that sleeping under six hours a night raises heart disease risk, reinforcing the importance of getting seven to eight hours of sleep.",0.9553,2.0484,31.11
